ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"117.10.124.11","elite","AS4837","CN","CNC Group CHINA169 Tianjin Province Network","293","N/A","1080","socks4","1795","1","2023-09-12T11:39:22.583Z","67","2546","3798"
"202.40.181.132","elite","AS23991","BD","Ranks ITT","167","Ranks ITT Ltd","5678","socks4","4801","1","2023-09-12T11:39:22.584Z","90","3443","3845"
"75.119.203.210","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks4","5199","1","2023-09-12T11:39:22.587Z","100","3871","3872"
"66.33.212.161","elite","AS26347","US","New Dream Network, LLC","86","New Dream Network, LLC","15891","socks4","4605","1","2023-09-12T11:39:22.582Z","100","3745","3752"
"185.32.44.221","elite","AS200154","AZ","Izone LLC","100","Izone LLC","4153","socks4","4691","1","2023-09-12T11:39:07.182Z","99","3755","3788"
"103.120.49.99","elite","AS135406","AU","BCD NETWORKS PTY LTD","283","BCD NETWORKS PTY LTD","8080","socks4","4996","84","2023-09-12T11:39:07.177Z","99","3721","3744"
"61.7.138.226","elite","AS131090","TH","CAT Telecom Public Company Limited","186","National Telecom Public Company Limited","4145","socks4","4600","1","2023-09-12T11:39:07.184Z","63","2358","3767"
"145.239.81.129","elite","AS16276","PL","OVH SAS","90","OVH Sp. z o. o","8008","socks4","4887","1","2023-09-12T11:39:07.185Z","100","3826","3826"
"168.227.158.13","elite","AS52898","BR","Multipla Serviços Inteligentes","235","Multipla Serviços Inteligentes","4145","socks4","807","1","2023-09-12T11:38:51.478Z","99","3786","3813"
"103.214.112.238","elite","AS136052","ID","PT Cloud Hosting Indonesia","290","PT Denbe Anugerah Solusindo","32323","socks5","4597","2","2023-09-12T11:38:51.479Z","99","3642","3681"
"45.7.177.179","elite","AS266626","BR","Litoral Telecom","197","Litoral Telecom","39867","socks4","4388","1","2023-09-12T11:38:51.477Z","98","3782","3871"
"54.38.242.224","elite","AS16276","FR","OVH SAS","84","OVH","31143","socks5","4798","1","2023-09-12T11:38:51.482Z","97","3794","3903"
"103.103.143.209","elite","AS136635","IN","G-max It Services Private Limited","205","G-max It Services Private Limited","5678","socks4","4801","1","2023-09-12T11:38:35.781Z","98","3673","3750"
"210.2.149.91","elite","AS23966","PK","LINKdotNET Telecom Limited","132","Dancom ISB","5678","socks4","4396","1","2023-09-12T11:38:35.782Z","91","3434","3791"
"138.68.135.103","elite","AS14061","GB","DigitalOcean, LLC","15","DigitalOcean, LLC","3128","socks5","4893","1","2023-09-12T11:38:35.784Z","92","3443","3745"
"84.51.0.198","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","58","Siba Bilisim Telekominikasyon Elektronik Ithalat Ihracat Limited","4145","socks4","604","1","2023-09-12T11:38:35.884Z","100","3821","3826"
"103.86.1.2","elite","AS136371","IN","Airwir Technologies Private Limited","198","Airwir Technologies Private Limited","4145","socks4","5188","1","2023-09-12T11:38:35.783Z","100","3838","3840"
"91.199.93.32","elite","AS44352","UA","I.T.T. Tehnologiya LLC","46","I.T.T. Tehnologiya LLC","4153","socks4","4701","1","2023-09-12T11:38:35.782Z","75","2897","3859"
"103.89.62.69","elite","AS58972","IN","Bhomika Network PVT LTD","192","Bhomika Network Pvt Ltd","4153","socks4","4901","2","2023-09-12T11:38:20.091Z","99","3785","3817"
"185.233.202.110","elite","AS200740","NL","First Server Limited","89","Firstbyte Hosting","8088","socks4","4289","1","2023-09-12T11:38:20.087Z","99","3764","3808"
"45.77.99.122","elite","AS20473","US","The Constant Company","86","Vultr Holdings, LLC","20473","socks4","2100","82","2023-09-12T11:38:20.090Z","85","3204","3757"
"178.212.55.57","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","31","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","4999","1","2023-09-12T11:38:20.182Z","98","3779","3872"
"185.159.131.58","elite","AS64439","RU","IT Outsourcing LLC","58","SkyHost","22222","socks4","3788","1","2023-09-12T11:38:03.989Z","100","3762","3780"
"185.238.159.9","elite","AS204809","IT","Maide srl","53","Assopctech","32456","socks4","4801","1","2023-09-12T11:38:03.975Z","40","1583","3914"
"123.155.48.196","elite","AS4837","CN","CNC Group CHINA169 Zhejiang Province Network","186","N/A","1080","socks5","3897","1","2023-09-12T11:38:03.976Z","56","2089","3708"
"185.49.87.116","elite","AS43754","IR","Asiatech Data Transmission company","105","Asiatech Data Transmission company","3128","socks5","3099","1","2023-09-12T11:38:03.889Z","46","1743","3768"
"115.209.78.251","elite","AS4134","CN","Chinanet","296","N/A","3000","socks5","4306","1","2023-09-12T11:38:03.889Z","19","731","3868"
"101.51.124.223","elite","AS23969","TH","TOT Public Company Limited","162","TOT Public Company Limited","4145","socks4","4790","1","2023-09-12T11:37:47.790Z","43","1657","3856"
"177.126.95.225","elite","AS262352","BR","Nova Telecom Ltda","249","Nova Telecom Ltda","4145","socks4","4914","1","2023-09-12T11:37:47.776Z","57","2204","3879"
"174.70.241.18","elite","AS22773","US","Cox Communications Inc.","185","Cox Communications","2440","socks4","3600","1","2023-09-12T11:37:47.775Z","100","3747","3753"
"202.159.35.73","elite","AS9340","ID","PT IndoInternet","197","N/A","443","socks4","5016","1","2023-09-12T11:37:47.791Z","100","3787","3796"
"83.142.126.147","elite","AS34169","PL","Media-Com Sp. z o.o.","82","Media-Com Sp. z o.o.","80","socks5","4902","1","2023-09-12T11:37:47.682Z","98","3813","3891"
"45.7.210.201","elite","AS265729","AR","Cooperativa de Servicios Públicos de Porteña LTDA","242","Cooperativa de Servicios Públicos de Porteña LTDA","4153","socks4","4410","83","2023-09-12T11:37:47.680Z","99","3880","3904"
"45.8.104.169","elite","AS209242","DE","Cloudflare London, LLC","11","Araxio Development N.V","80","socks4","4108","2","2023-09-12T11:37:47.683Z","100","3857","3858"
"112.105.12.160","elite","AS18049","TW","TINP","244","Digital United Inc.","1111","socks5","3089","1","2023-09-12T11:37:47.683Z","85","3270","3825"
"75.119.202.151","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","15745","socks4","4582","1","2023-09-12T11:37:47.776Z","100","3800","3800"
"217.182.183.154","elite","AS16276","FR","OVH SAS","5","OVH","7497","socks5","2502","1","2023-09-12T11:37:32.177Z","100","3843","3844"
"51.15.16.96","elite","AS12876","NL","Online SAS NL","10","SCALEWAY","46919","socks5","4404","1","2023-09-12T11:37:31.983Z","91","3430","3781"
"124.120.106.86","elite","AS17552","TH","TRUEBB","190","N/A","5678","socks4","4699","1","2023-09-12T11:37:31.980Z","76","2922","3820"
"181.48.63.206","elite","AS14080","CO","Telmex Colombia S.A.","143","Telmex Colombia S.A.","4153","socks4","4499","1","2023-09-12T11:37:31.981Z","97","3763","3879"
"206.192.226.90","elite","AS25899","US","LS Networks","198","LS Networks","39593","socks4","4991","1","2023-09-12T11:37:31.976Z","100","3882","3886"
"177.66.195.114","elite","AS262503","BR","Wiki Telecomunicacoes Eireli","296","Maranhão Telecom ltda ME","4145","socks4","4803","2","2023-09-12T11:37:31.978Z","99","3831","3867"
"104.16.106.154","elite","AS13335","CA","Cloudflare, Inc.","5","Cloudflare, Inc.","80","socks4","5009","1","2023-09-12T11:37:31.975Z","100","3824","3825"
"177.72.82.47","elite","AS262543","BR","Brmom Construindo Conexoes Ltda","295","Brmom Construindo Conexoes Ltda","4153","socks4","5000","2","2023-09-12T11:37:31.979Z","100","3810","3823"
"185.32.4.65","elite","AS60645","PL","AS Consulting Sp. z o. o.","36","Core Network Fiber","4153","socks4","1499","1","2023-09-12T11:37:31.982Z","100","3825","3838"
"71.227.88.166","elite","AS33668","US","Comcast Cable Communications, LLC","103","Comcast Cable Communications, Inc.","16913","socks4","4702","84","2023-09-12T11:37:16.590Z","100","3855","3868"
"81.162.199.93","elite","AS34955","CZ","Martin Vicenik","91","VicenikRoute","4153","socks4","4792","1","2023-09-12T11:37:16.588Z","100","3846","3860"
"212.83.137.94","elite","AS12876","FR","Online S.A.S.","1","ONLINE","49893","socks4","4608","1","2023-09-12T11:37:16.586Z","100","3809","3809"
"59.31.90.206","elite","AS4766","KR","Korea Telecom","291","Kornet","4145","socks4","4691","1","2023-09-12T11:37:16.589Z","56","2124","3797"
"64.225.28.168","elite","AS14061","US","DigitalOcean, LLC","91","DigitalOcean, LLC","38461","socks4","1597","1","2023-09-12T11:37:16.683Z","90","3380","3767"
"138.0.207.18","elite","AS264556","BR","L. Garcia Comunicações ME","230","Marcos de Oliveira Dorta - ME","38328","socks4","4804","1","2023-09-12T11:37:00.978Z","98","3789","3883"
"110.78.155.44","elite","AS131090","TH","CAT-BB","281","N/A","4145","socks4","594","1","2023-09-12T11:37:00.979Z","80","2981","3741"
"89.237.34.190","elite","AS20485","RU","multi-origin SUTTK","67","N/A","51549","socks4","519","80","2023-09-12T11:37:00.977Z","99","3766","3819"
"1.117.233.128","elite","AS45090","CN","China Internet Network Information Center","211","Tencent cloud computing (Beijing) Co., Ltd.","10800","socks5","5011","1","2023-09-12T11:37:00.979Z","83","3138","3792"
"192.95.30.98","elite","AS16276","CA","OVH SAS","195","OVH Hosting, Inc.","63523","socks5","4403","1","2023-09-12T11:37:00.993Z","100","3860","3867"
"51.68.83.188","elite","AS16276","FR","OVH SAS","86","OVH","16977","socks5","5099","1","2023-09-12T11:37:00.993Z","100","3873","3873"
"139.59.66.145","elite","AS14061","IN","DigitalOcean, LLC","142","DigitalOcean, LLC","41458","socks5","5000","1","2023-09-12T11:37:00.992Z","100","3795","3802"
"189.106.62.102","elite","AS7738","BR","V tal","184","Telemar Norte Leste S.A.","4145","socks4","4899","2","2023-09-12T11:37:00.980Z","89","3440","3866"
"45.251.231.113","elite","AS59362","BD","KS Network","200","Nazmul Karim Bhuiyan","5678","socks4","4082","1","2023-09-12T11:37:00.976Z","99","3829","3867"
"103.212.93.193","elite","AS138312","IN","Best Telnet Services Private Limited","191","Best telnet services private limited","45639","socks4","5005","1","2023-09-12T11:36:45.686Z","99","3766","3788"
"45.235.148.5","elite","AS268202","BR","F R BRAGA INFORMATICA ME","286","F R BRAGA INFORMATICA ME","3629","socks4","4895","1","2023-09-12T11:36:45.682Z","99","3875","3907"
"117.158.175.21","elite","AS24445","CN","China Mobile communications corporation","296","China Mobile","7302","socks5","2115","1","2023-09-12T11:36:45.683Z","80","3008","3757"
"187.210.68.101","elite","AS8151","MX","Uninet S.A. de C.V.","169","UNINET","7497","socks5","4912","1","2023-09-12T11:36:45.685Z","94","3513","3745"
"103.115.255.65","elite","AS137868","BD","Star Internet Service","200","Md. Murad Hossain Ripon","36331","socks4","4602","1","2023-09-12T11:36:45.683Z","98","3722","3781"
"45.116.230.79","elite","AS133301","IN","DWANIRINN","160","Dwan Supports P LTD","4673","socks4","4988","86","2023-09-12T11:36:45.686Z","97","3721","3844"
"178.212.48.18","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","31","Lubuskie Sieci Swiatlowodowe Sp. z o. o","5678","socks4","4488","1","2023-09-12T11:36:28.585Z","100","3827","3842"
"173.212.234.67","elite","AS51167","DE","Contabo GmbH","18","Contabo GmbH","51924","socks5","4812","1","2023-09-12T11:36:28.590Z","91","3480","3821"
"186.10.102.218","elite","AS27651","CL","Entel Chile S.A.","257","Entel Chile S.A","5678","socks4","1900","1","2023-09-12T11:36:28.587Z","99","3742","3793"
"91.225.166.198","elite","AS56399","UA","Ayol Net, LLC","42","AYOL","4153","socks4","2907","1","2023-09-12T11:36:28.778Z","95","3627","3813"
"177.72.112.161","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","288","Prompt Brasil Solucoes EM TI Ltda","31164","socks4","5192","82","2023-09-12T11:36:28.584Z","99","3842","3864"
"103.60.138.33","elite","AS134016","IN","Velocity Internet India Private Ltd","197","Velocity Internet India Private Ltd","4153","socks4","4900","1","2023-09-12T11:36:28.586Z","99","3775","3820"
"117.102.78.163","elite","AS17451","ID","BIZNET","199","N/A","1080","socks4","5004","1","2023-09-12T11:36:13.181Z","98","3710","3797"
"103.95.97.43","elite","AS136759","BD","Cosmopolitan Communications Limited","205","Cosmopolitan Communications Limited","4153","socks4","4694","1","2023-09-12T11:36:13.179Z","99","3820","3847"
"185.244.30.43","elite","AS208476","BY","Freedom for Belarus","32","The PRIVACYFIRST Project","24301","socks4","4994","1","2023-09-12T11:36:13.177Z","100","3880","3887"
"187.73.55.66","elite","AS262668","BR","Mar Provedor de Internet Ltda","189","Mar Provedor de Internet Ltda","5678","socks4","332","1","2023-09-12T11:36:13.182Z","75","2839","3766"
"143.198.229.225","elite","AS14061","US","DigitalOcean, LLC","150","DigitalOcean, LLC","3240","socks4","4804","1","2023-09-12T11:36:13.180Z","86","3328","3848"
"210.213.90.26","elite","AS9299","PH","Philippine Long Distance Telephone Co.","288","Philippine Long Distance Telephone Co","8080","socks4","4704","1","2023-09-12T11:35:57.684Z","97","3722","3825"
"61.247.180.182","elite","AS38031","BD","Optimax Communication Ltd.","165","OptiMax Communication Ltd","10800","socks4","3605","1","2023-09-12T11:35:57.676Z","100","3874","3891"
"36.91.190.61","elite","AS7713","ID","PT. Telekomunikasi Indonesia","287","Telekomunikasi Indonesia","5678","socks4","3596","1","2023-09-12T11:35:57.678Z","98","3778","3855"
"31.210.52.133","elite","AS49334","TR","SH ONLINE ILETISIM ANONIM SIRKETI","50","SH ONLINE ILETISIM ANONIM SIRKETI","61443","socks5","4106","1","2023-09-12T11:35:57.779Z","87","3379","3864"
"178.134.71.138","elite","AS35805","GE","JSC \"Silknet\"","85","Silknet - 6","37590","socks4","4996","1","2023-09-12T11:35:57.781Z","99","3764","3805"
"116.8.109.106","elite","AS137693","CN","CHINATELECOM Guangxi Nanning IDC networkdescr: Nanning, Guangxi Province, P.R.","288","Chinanet GX","33080","socks4","4801","1","2023-09-12T11:35:57.678Z","49","1868","3823"
"102.66.237.18","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","183","Herotel","5678","socks4","2809","1","2023-09-12T11:35:57.681Z","65","2409","3712"
"43.134.188.89","elite","AS132203","SG","Aceville Pte.ltd","320","N/A","38279","socks4","4691","1","2023-09-12T11:35:42.287Z","83","3152","3808"
"199.60.103.126","elite","AS209242","US","Cloudflare London, LLC","14","HubSpot, Inc.","80","socks4","1688","1","2023-09-12T11:35:42.286Z","100","3848","3848"
"77.85.104.54","elite","AS8866","BG","BTC","57","BTC Plc","1080","socks4","4698","1","2023-09-12T11:35:42.288Z","100","3795","3803"
"62.94.218.90","elite","AS15589","IT","Clouditalia S.p.A.","35","N/A","15589","socks4","5099","1","2023-09-12T11:35:42.383Z","99","3662","3706"
"207.180.198.90","elite","AS51167","DE","Contabo GmbH","16","Contabo GmbH","16791","socks5","4598","1","2023-09-12T11:35:26.882Z","100","3818","3819"
"46.19.141.98","elite","AS51852","CH","Private Layer INC","20","Private Layer INC","9050","socks4","4805","1","2023-09-12T11:35:26.977Z","100","3808","3815"
"85.37.200.4","elite","AS3269","IT","Telecom Italia S.p.A.","82","Kayser Italia SRL","5678","socks5","2693","1","2023-09-12T11:35:26.976Z","99","3701","3740"
"37.187.143.172","elite","AS16276","FR","OVH SAS","6","OVH SAS","47016","socks5","4598","1","2023-09-12T11:35:26.979Z","88","3293","3729"
"31.43.179.214","elite","AS209242","KZ","Cloudflare London, LLC","12","\"Betting company PM Bet\" LLC","80","socks4","5000","1","2023-09-12T11:35:26.880Z","100","3780","3780"
"110.34.166.180","elite","AS45652","SG","Krypt Technologies","291","Vpls Sin1","4153","socks4","5000","1","2023-09-12T11:35:26.876Z","99","3818","3854"
"134.209.239.109","elite","AS14061","DE","DigitalOcean, LLC","88","DigitalOcean, LLC","80","socks4","4602","1","2023-09-12T11:35:26.978Z","95","3645","3849"
"203.23.103.19","elite","AS209242","BZ","Cloudflare London, LLC","11","Umpire Associates LTD","80","socks4","3889","1","2023-09-12T11:35:26.878Z","100","3778","3778"
"202.165.32.249","elite","AS17538","ID","Circlecom","200","N/A","5678","socks4","4789","1","2023-09-12T11:35:26.879Z","100","3850","3869"
"182.46.115.85","elite","AS4134","CN","Chinanet","197","Chinanet SD","9999","socks4","3504","1","2023-09-12T11:35:26.881Z","43","1632","3819"
"159.203.114.105","elite","AS14061","US","DigitalOcean, LLC","83","Digital Ocean","18931","socks4","1794","1","2023-09-12T11:35:26.879Z","96","3569","3729"
"101.43.3.207","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","208","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks4","5298","1","2023-09-12T11:35:11.491Z","61","2313","3777"
"160.202.41.194","elite","AS9341","ID","Jakarta 5 8 Iconpln","179","N/A","4153","socks4","4813","4","2023-09-12T11:35:11.489Z","98","3759","3824"
"5.188.4.110","elite","AS202422","BR","G-Core Labs S.A","294","GCL","80","socks4","4893","4","2023-09-12T11:35:11.490Z","69","2615","3811"
"116.58.232.99","elite","AS131090","TH","CAT-BB","286","N/A","4145","socks4","5099","1","2023-09-12T11:35:11.492Z","61","2304","3804"
"103.135.138.121","elite","AS150178","BD","Md. Aziz Uddin","198","N/A","1080","socks4","4904","2","2023-09-12T11:35:11.492Z","94","3537","3775"
"140.83.51.186","elite","AS31898","JP","Oracle Corporation","286","Oracle Cloud Infrastructure (ap-osaka-1)","1080","socks4","3385","1","2023-09-12T11:35:11.494Z","96","3674","3830"
"2.139.2.212","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","22","N/A","4145","socks4","1405","3","2023-09-12T11:35:11.490Z","98","3802","3862"
"103.235.198.94","elite","AS4007","NP","CCNEP","287","N/A","5678","socks4","4901","1","2023-09-12T11:34:55.688Z","45","1748","3858"
"182.53.129.70","elite","AS23969","TH","TOT Public Company Limited","160","TOT Public Company Limited","5678","socks4","4613","1","2023-09-12T11:34:55.688Z","43","1683","3898"
"108.175.23.49","elite","AS33258","US","Computer Solutions","194","Computer Solutions","13135","socks4","5184","1","2023-09-12T11:34:55.689Z","99","3842","3875"
"223.215.171.51","elite","AS4134","CN","Chinanet","205","Chinanet AH","2829","socks4","4390","1","2023-09-12T11:34:55.685Z","37","1376","3759"
"120.50.40.184","elite","AS17547","SG","M1 NET LTD","194","M1 NET LTD","3128","socks4","4607","81","2023-09-12T11:34:55.683Z","100","3788","3789"
"68.183.221.156","elite","AS14061","DE","DigitalOcean, LLC","30","DigitalOcean, LLC","34297","socks4","4999","82","2023-09-12T11:34:40.085Z","100","3833","3834"
"172.67.35.15","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3111","1","2023-09-12T11:34:40.076Z","100","3737","3737"
"69.163.160.228","elite","AS26347","US","New Dream Network, LLC","152","New Dream Network, LLC","23787","socks5","3189","84","2023-09-12T11:34:40.075Z","100","3756","3758"
"193.252.50.1","elite","AS3215","FR","Orange","10","N/A","3820","socks5","5096","1","2023-09-12T11:34:40.084Z","95","3659","3838"
"45.70.206.40","elite","AS267586","BR","Rafael Pierre Barbosa - Me","191","Rafael Pierre Barbosa - Me","4145","socks4","4902","1","2023-09-12T11:34:40.086Z","100","3833","3839"
"45.229.192.61","elite","AS267757","CO","Interlans S.A.S","184","INTERLANS","5678","socks4","4699","1","2023-09-12T11:34:40.078Z","97","3705","3805"
"96.70.52.227","elite","AS33491","US","Comcast Cable Communications, LLC","115","Comcast Cable Communications, LLC","48324","socks4","5092","1","2023-09-12T11:34:40.078Z","100","3834","3837"
"164.52.24.141","elite","AS63199","JP","Capitalonline Data Service (HK) Co","253","N/A","8030","socks5","4610","1","2023-09-12T11:34:39.994Z","99","3849","3872"
"104.17.132.79","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","2090","1","2023-09-12T11:34:40.074Z","100","3725","3725"
"222.129.32.173","elite","AS4808","CN","China Unicom Beijing Province Network","184","N/A","57114","socks4","3305","1","2023-09-12T11:34:24.391Z","75","2811","3771"
"177.125.204.78","elite","AS262346","BR","FP Telecomunicacoes Ltda","289","FP Telecomunicacoes Ltda","4145","socks4","3190","1","2023-09-12T11:34:24.392Z","71","2715","3825"
"103.79.96.193","elite","AS64308","ID","PT IndoDev Niaga Internet","283","PT IndoDev Niaga Internet","4153","socks4","4603","1","2023-09-12T11:34:24.393Z","100","3821","3824"
"177.52.26.234","elite","AS262282","BR","Maria Luciana Machado E CIA Ltda-me","213","Maria Luciana Machado E CIA Ltda-me","4145","socks4","4886","1","2023-09-12T11:34:24.393Z","97","3732","3855"
"103.39.236.205","elite","AS133255","IN","Elxer Communications Private Limited","181","Elxer Communications Private Limited","8080","socks4","5102","1","2023-09-12T11:34:08.487Z","97","3675","3808"
"161.97.118.197","elite","AS51167","DE","Contabo GmbH","19","Contabo GmbH","3128","socks5","4497","1","2023-09-12T11:34:08.674Z","19","697","3746"
"94.139.169.250","elite","AS206065","IR","Farabord Dadeh Haye Iranian Co.","132","WiMAX","5678","socks4","4586","1","2023-09-12T11:34:08.488Z","98","3685","3748"
"114.99.8.75","elite","AS4134","CN","Chinanet","200","Chinanet AH","8004","socks4","1304","1","2023-09-12T11:34:08.488Z","53","2048","3838"
"45.7.177.205","elite","AS266626","BR","Litoral Telecom","191","Litoral Telecom","26662","socks4","4407","1","2023-09-12T11:34:08.676Z","98","3772","3847"
"31.172.189.205","elite","AS31242","PL","Fibertech Networks Sp. z o.o","40","Fibertech Networks Sp. z o.o.","1080","socks4","4301","1","2023-09-12T11:34:08.489Z","100","3762","3767"
"80.191.169.69","elite","AS58224","IR","Information Technology Company","188","Azad University of Anar","4145","socks4","4801","1","2023-09-12T11:34:08.489Z","90","3535","3907"
"143.255.179.129","elite","AS264641","CL","LanProject SPA","210","LanProject SPA","4153","socks4","4305","1","2023-09-12T11:33:52.883Z","100","3790","3808"
"45.70.237.133","elite","AS264668","EC","Nedetel S.A.","193","Nedetel S.A","4145","socks4","4696","1","2023-09-12T11:33:52.886Z","100","3743","3760"
"168.227.158.85","elite","AS52898","BR","Multipla Serviços Inteligentes","285","Multipla Serviços Inteligentes","4145","socks4","4994","1","2023-09-12T11:33:52.885Z","99","3809","3834"
"94.130.171.189","elite","AS24940","DE","Hetzner Online GmbH","17","Hetzner","10004","socks5","3201","1","2023-09-12T11:33:52.884Z","74","2779","3758"
"37.186.242.183","elite","AS12874","IT","Fastweb Networks","241","N/A","8080","socks4","4694","1","2023-09-12T11:33:52.883Z","86","3330","3860"
"103.79.96.189","elite","AS64308","ID","PT IndoDev Niaga Internet","194","PT IndoDev Niaga Internet","4153","socks4","5083","1","2023-09-12T11:33:37.778Z","100","3843","3849"
"202.159.35.189","elite","AS9340","ID","PT IndoInternet","198","N/A","443","socks4","5197","3","2023-09-12T11:33:37.880Z","100","3798","3807"
"38.113.171.1","elite","AS174","CA","Cogent Communications","95","eTor Networks","31596","socks4","4786","1","2023-09-12T11:33:37.779Z","100","3881","3887"
"212.154.251.210","elite","AS50482","KZ","JSC Kazakhtelecom","125","Limited liability company","5678","socks4","4997","1","2023-09-12T11:33:37.778Z","99","3779","3831"
"202.165.38.185","elite","AS17538","ID","Circlecom","294","N/A","5678","socks4","4800","2","2023-09-12T11:33:37.776Z","100","3815","3829"
"185.25.119.57","elite","AS200000","UA","Hosting Ukraine LTD","42","new Hosting","7497","socks5","5194","1","2023-09-12T11:33:37.881Z","100","3797","3800"
"110.77.163.5","elite","AS131090","TH","CAT-BB","194","N/A","4145","socks4","4696","1","2023-09-12T11:33:37.780Z","91","3462","3813"
"110.77.232.174","elite","AS131090","TH","CAT Telecom Public Company Limited","173","CAT BBviaOnnet","4145","socks4","4897","1","2023-09-12T11:33:22.389Z","81","3044","3757"
"94.228.35.219","elite","AS31463","GB","4D Data Centres Ltd","99","4DDATACENTRES","80","socks4","4695","1","2023-09-12T11:33:22.377Z","100","3815","3815"
"114.99.13.192","elite","AS4134","CN","Chinanet","297","Chinanet AH","8004","socks5","3003","86","2023-09-12T11:33:22.378Z","56","2190","3883"
"43.153.81.60","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","197","Tencent Cloud Computing","443","socks4","4791","1","2023-09-12T11:33:22.292Z","89","3421","3848"
"62.138.0.171","elite","AS8972","FR","Host Europe Group","97","HEG Legacy Networks","51181","socks4","4209","1","2023-09-12T11:33:22.390Z","100","3787","3796"
"190.103.240.4","elite","AS27983","AR","Red Intercable Digital S.A.","226","Ercom SRL","4153","socks4","4689","1","2023-09-12T11:33:22.294Z","90","3502","3875"
"103.77.226.1","elite","AS64298","ID","UPN Veteran Surabaya","195","UPN Veteran Surabaya","64298","socks4","151","82","2023-09-12T11:33:22.377Z","94","3604","3854"
"129.226.212.217","elite","AS132203","SG","Tencent Cloud Computing (Beijing) Co","397","Aceville Pte.ltd","443","socks5","4810","1","2023-09-12T11:33:22.376Z","86","3310","3869"
"177.190.192.57","elite","AS262731","BR","Ctinet Solucoes EM Conectividade E Informatica LTD","286","Ctinet Solucoes EM Conectividade E Informatica LTD","61221","socks4","3702","1","2023-09-12T11:33:07.285Z","100","3820","3830"
"81.199.14.14","elite","AS36892","UG","IPTEC Limited","239","Gilat Satcom Ltd.","1088","socks4","4801","1","2023-09-12T11:33:07.289Z","38","1465","3831"
"51.79.248.215","elite","AS16276","SG","OVH SAS","199","OVH Singapore PTE. LTD","25693","socks4","4212","1","2023-09-12T11:33:07.287Z","100","3844","3844"
"23.228.98.157","elite","AS46573","US","LayerHost","144","LayerHost","80","socks5","4401","1","2023-09-12T11:32:51.688Z","55","2099","3816"
"168.227.158.49","elite","AS52898","BR","Multipla Serviços Inteligentes","293","Multipla Serviços Inteligentes","4145","socks4","3394","84","2023-09-12T11:32:51.686Z","99","3847","3871"
"45.126.169.193","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","198","NET 4 U Services PVT LTD","4145","socks4","4491","1","2023-09-12T11:32:51.691Z","99","3785","3808"
"44.190.9.65","elite","AS15102","CA","Corridor Communications, INC.","196","Amateur Radio Digital Communications","48100","socks4","3507","1","2023-09-12T11:32:34.678Z","99","3760","3785"
"94.228.253.51","elite","AS15672","RU","TZ-Telecom Address","79","JSC TZ-Telecom","4145","socks4","4295","1","2023-09-12T11:32:34.580Z","100","3705","3712"
"141.98.235.233","elite","AS52000","US","MIRholding B.V.","100","PE Viktor Tyurin","5555","socks4","2906","1","2023-09-12T11:32:34.679Z","88","3381","3839"
"38.127.173.99","elite","AS174","US","Cogent Communications","86","Torlandia Trading SRL","11537","socks5","4696","1","2023-09-12T11:32:34.776Z","100","3748","3755"
"50.47.75.220","elite","AS20055","US","Wholesail networks LLC","195","Ziply Fiber","5678","socks4","4513","1","2023-09-12T11:32:34.777Z","98","3690","3780"
"51.79.166.151","elite","AS16276","SG","OVH SAS","189","OVH Singapore PTE. LTD","10084","socks4","3203","1","2023-09-12T11:32:34.678Z","99","3801","3824"
"185.245.38.200","elite","AS204623","RU","OOO New Line","93","OOO New Line","4145","socks4","5099","1","2023-09-12T11:32:34.677Z","85","3178","3740"
"103.240.33.185","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","184","Vihaan","8291","socks4","4684","1","2023-09-12T11:32:34.581Z","99","3776","3822"
"138.197.208.93","elite","AS14061","US","DigitalOcean, LLC","199","Digital Ocean","8080","socks4","4809","1","2023-09-12T11:32:34.578Z","99","3865","3885"
"75.119.205.47","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","49252","socks5","4996","1","2023-09-12T11:32:18.577Z","100","3793","3796"
"43.153.52.170","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","186","Tencent Cloud Computing","443","socks4","4291","1","2023-09-12T11:32:18.582Z","76","2909","3837"
